"transactionHash","blockNumber","operationType","fromAddress","toAddress","amount"
"0x71d477cfa4b8d85629a2675c457292dcaaed5c6f9b50907c2ec8fdad0d30417d",399683,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.743365819525892157"
"0x22cb4ea643661f93ba6e381af58474e94698e75b30d2f4a95bef536afbe1a87e",399698,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa788c59880f31d6a9c3511a8064286682b01756b","50.633116"
"0x3d44210df9f99eb6016be2fe65bae16ce532e62a8e5a63752428646516ce6971",399702,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","99.999999999999986807"
"0x7b4feffc716dec4bed8e106b42c143341e8ff4affb52a66c1282378442d4aaa7",399736,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","599.99999999999998842"
"0x457936b2d81b0326361ec5eb2870bbfd65746223e897f2110b255f4a11fb8fb5",399739,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x2de90800e082ddd682cea8d3febc87248ff872db","0.99898835"
"0xf286fc83e63093bbf46b9ec92798c53b6ac0b2c8053a82af7e3d6d4ff5c0094a",399770,"Transfer","0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","3.308917489931518962"
"0x57e6911100df8c18c263700be76da360ca4dcf4dc9da51a279ef5031c9cbbb5c",399774,"Transfer","0xed31cb85ac7792b760d14b87cb940cbc370ab802","0x25d71a94a62cd6963316ea2e92de2042c2716ee2","289.999799999999953429"
"0xc146266735a2ffcafa19b6232d90589bbf9a5dc85fcd48b2c221da173a93fdc1",399805,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.997"
"0xc146266735a2ffcafa19b6232d90589bbf9a5dc85fcd48b2c221da173a93fdc1",399805,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.003"
"0xc146266735a2ffcafa19b6232d90589bbf9a5dc85fcd48b2c221da173a93fdc1",399805,"Transfer","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.003"
"0xb118d8d50614e5de5eabb1dd506349bbaa793e5ef772434944b05c8ea071f455",399807,"Transfer","0x5dfda9938e884e2bdd46ad460a37440c7a7b1b86","0x110dc56ccfd2051394505889cc4216bb5da95d62","24.93654430955038"
"0xa193fd0fcf9d160b771802795459cfcf34b9ef8dab3a3ebd0db6ddcfa45ebed3",399811,"Transfer","0xa788c59880f31d6a9c3511a8064286682b01756b","0x110dc56ccfd2051394505889cc4216bb5da95d62","50.633115999999999438"
"0x934e73bf7029bea7e414ca1410940fcbdb5357ff81bac476a84bf64898bc9741",399820,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","9.97"
"0x934e73bf7029bea7e414ca1410940fcbdb5357ff81bac476a84bf64898bc9741",399820,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.03"
"0x934e73bf7029bea7e414ca1410940fcbdb5357ff81bac476a84bf64898bc9741",399820,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.03"
"0xd38a1aac6d1b826d902fb3da6bdaeab171f87ddcc6da9677035b10b8a17b3253",399838,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","9.97"
"0xd38a1aac6d1b826d902fb3da6bdaeab171f87ddcc6da9677035b10b8a17b3253",399838,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.03"
"0xd38a1aac6d1b826d902fb3da6bdaeab171f87ddcc6da9677035b10b8a17b3253",399838,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.03"
"0xbd0214876de5807427397d1b08aa2bc59877f146e214c4ab68c10a217f467ba0",399850,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","29.91"
"0xbd0214876de5807427397d1b08aa2bc59877f146e214c4ab68c10a217f467ba0",399850,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.09"
"0xbd0214876de5807427397d1b08aa2bc59877f146e214c4ab68c10a217f467ba0",399850,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.09"
"0xa05fae2c05dbea27f99e894636940649c588f63736e05b07acda3978ec6bbf48",399860,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","48.99980000000002"
"0x0c6844205c99780b9754b0c49c0fba3448c0b28a0dae10710c5347f36b4cc5c1",399924,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfef081c45624397a0776cf2b63d45cc25a0487ff","47.526"
"0x6c89cd0b38ab8ee63e3becc40a1a59fd6ab46cc14204655df42617e6d7db743b",399929,"Transfer","0x4d29c9b31444834c3df91c598e3c5da3e77d8237","0x110dc56ccfd2051394505889cc4216bb5da95d62","51.971034687418159356"
"0x62dc42988a59a7c7757abcee08157656bfb3ef6580cf5ac0fa451dbb25705419",399938,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","18.723811127110925905"
"0xd531909961393e59b89424a39fff988240fd56743996825f0d32ad8ca1791834",399959,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0xcc55aa8fa576a0217523f62083ec633b9a04af01","10.150912761204065587"
"0xd2c57de856d864b6cb45d8c9192c7a10cb6962f88e72486c98da7dd6add54431",399977,"Transfer","0x4d29c9b31444834c3df91c598e3c5da3e77d8237","0x110dc56ccfd2051394505889cc4216bb5da95d62","11.913264377824725124"
"0xac61f4658839817917fe7b73821093307dbb5e5b1bf7889d4ee6194f3d37fd30",399988,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","1.545026950033631762"
"0x377dbaa2bb68b92dc0744838e549d3728f8c9e51ce19bf085b15beb9238d8ddd",399999,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","3.257910993365158825"
"0x377dbaa2bb68b92dc0744838e549d3728f8c9e51ce19bf085b15beb9238d8ddd",399999,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0x00197a17c8ec9e02c852be37c127dcc004ea4eca","3.257910993365158825"
"0x55b46972533e7956d6726958a04e4c3f151a672ab7aac051365f872c8291e193",400003,"Transfer","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","0x110dc56ccfd2051394505889cc4216bb5da95d62","1.545026950033631692"
"0x3c9ba2f814f2da4fd99530ed761084be103895fb3f5ea735907dc807b0688c72",400043,"Transfer","0x00197a17c8ec9e02c852be37c127dcc004ea4eca","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.997"
"0x3c9ba2f814f2da4fd99530ed761084be103895fb3f5ea735907dc807b0688c72",400043,"Transfer","0x00197a17c8ec9e02c852be37c127dcc004ea4eca","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.003"
"0x3c9ba2f814f2da4fd99530ed761084be103895fb3f5ea735907dc807b0688c72",400043,"Transfer","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.003"
"0x8ccc36fa59c2c00e7e6cbd3235302776f3f8e7ae71dd0c8253b2144437dcd19a",400044,"Transfer","0xcc55aa8fa576a0217523f62083ec633b9a04af01","0xdf824f992b50a5ccfa2e8d8f90faa81e94675b97","10.150912761204065587"
"0x554da145b4448318a4c0e90b4811af169415400454d1df12c5bad4f88be6d898",400111,"Transfer","0x25d71a94a62cd6963316ea2e92de2042c2716ee2","0xed31cb85ac7792b760d14b87cb940cbc370ab802","289.999799999999953428"
"0xe3127f2bfe6f683524d35f74259776a32cb393a9885ec59e41d09fce08fb3095",400141,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","2.722493574491636492"
"0xe3127f2bfe6f683524d35f74259776a32cb393a9885ec59e41d09fce08fb3095",400141,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","2.722493574491636492"
"0xd3f7f58fcd9b80525e3b217e6b3c9d497ebe5386d73bed3a2b60b7ef7309fac7",400156,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0xcc55aa8fa576a0217523f62083ec633b9a04af01","10.334220222024701151"
"0x2d4142a3dbc5b241966739db8dc3573231450d2f16eb0ab97344603ea555a305",400170,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x00197a17c8ec9e02c852be37c127dcc004ea4eca","66.0218"
"0x78b9bba458fe97e7f7108cdee5d3255813fb67e0c2b289c967185da68103140e",400200,"Transfer","0xcc55aa8fa576a0217523f62083ec633b9a04af01","0xdf824f992b50a5ccfa2e8d8f90faa81e94675b97","10.334220222024701151"
"0xa7131288ac0d450eebda24b4b9d9357946cea82d9bd8929d32fc84acd6143bb7",400209,"Transfer","0x00197a17c8ec9e02c852be37c127dcc004ea4eca","0x110dc56ccfd2051394505889cc4216bb5da95d62","68.279710993365156295"
"0x8e9ddb1aad7d41838ec70e5b7c581f4c44252f62f9fc4141d0d1140953f5f55e",400214,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","2.7175390755537623"
"0xe1957144577985e433825550be182b98dd7b03b19a311888140323ff9962c12a",400252,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xeede1f5eaa0c4556881bec22a73fdcd0812e3445","0.4228"
"0xbc43d07eb5be85af3cff2f7d97f14e489f8051464ec0781492e621d1707a215f",400253,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf347bbe2397be933ef8d28f65f5bf4a944b74321","0.9998"
"0x30199a7082239269fc990ff891e1c7a67d0fa74e7198f7f03849dca777437d6a",400275,"Transfer","0x4d29c9b31444834c3df91c598e3c5da3e77d8237","0x110dc56ccfd2051394505889cc4216bb5da95d62","7.386131846376892904"
"0x9ae0af47cf083a25ffb51debd89f7e1d57b7725d5782c24d102bd57b96cfd933",400294,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xb4187cbcc9d2ff6e2ed0e712effb4ed9aca28d7a","3.5998"
"0x4bdd1aeea08c7f8c81b90f04f5a1f4f42a97219426b6946cdabda858b6cbbcfe",400294,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","1099.9998"
"0x53c6bf93b6b98f14a5402ee7949f90495b9b4f36f8a152772ea525522390840a",400361,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","5"
"0x606c90bb4fb0146df7be046820e574fe6604370be2c47809d22cf0b3b7a88df6",400375,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","5"
"0xcb078f87e7f3f1d89d30ca33834883e15afbbc8a8b7af69b5b7bd8af3b54ff3f",400376,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf347bbe2397be933ef8d28f65f5bf4a944b74321","24.50171969"
"0xc6b422233f8c67bdce07892c95a962fcb8b5fc02bec91eb058a6c34a2e4c6e2c",400436,"Transfer","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","0x110dc56ccfd2051394505889cc4216bb5da95d62","4.985"
"0xc6b422233f8c67bdce07892c95a962fcb8b5fc02bec91eb058a6c34a2e4c6e2c",400436,"Transfer","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.015"
"0xc6b422233f8c67bdce07892c95a962fcb8b5fc02bec91eb058a6c34a2e4c6e2c",400436,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.015"
"0xbddc4703543571a45025214f9f19b3e0489262b5ee6ac195e99e38f4ae1bc94e",400458,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xc7d831fb95c1c4bb1703bb620be9c4ae4a8d4995","269.9998"
"0x9cfabbe9b0678d842077849b1d87999435feed60a4df344ba181d665e85b58de",400458,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4d29c9b31444834c3df91c598e3c5da3e77d8237","93.4998"
"0x51ec978b186c1ff76b6a18fe512008724213746482c3e0e8b625017bc173f39c",400489,"Transfer","0xa4afd7234623bcaebb3d1b1745d6f9eb5cb7a0f6","0x110dc56ccfd2051394505889cc4216bb5da95d62","5"
"0x25ef8fbd7f0c2a062bafbadc1e5cd07631a859504565536341cb0b1a559689f3",400510,"Transfer","0xed31cb85ac7792b760d14b87cb940cbc370ab802","0x110dc56ccfd2051394505889cc4216bb5da95d62","289.98999994"
"0xbc68f9fb383d06b78da68422332c397e3f18e9d8b2f405e9e28c5ea528bbd6f3",400517,"Transfer","0xb4187cbcc9d2ff6e2ed0e712effb4ed9aca28d7a","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","3.599799999999999807"
"0x2ce0a4e1de334e40d501ec8825bde72c2e90bf5bd46e3eb465b1deb8b4c07c6b",400539,"Transfer","0xc7d831fb95c1c4bb1703bb620be9c4ae4a8d4995","0x110dc56ccfd2051394505889cc4216bb5da95d62","267.003375079295858666"
"0xb4c64fa11235403adbe7f4cd13a5cfb675a71de2174ce054fece4b7f56b6a1da",400540,"Transfer","0x4d29c9b31444834c3df91c598e3c5da3e77d8237","0x110dc56ccfd2051394505889cc4216bb5da95d62","160.769005148380217895"
"0xbc51fe5e6d17bcee7926448d7cc26845d81e96bdc6c659ce66addeead0b6ced8",400558,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","8.1074441186846308"
"0xbc51fe5e6d17bcee7926448d7cc26845d81e96bdc6c659ce66addeead0b6ced8",400558,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","8.1074441186846308"
"0xeb1265b87d12bc80d1598bdeb3b5f2efb021f98bafed713deefa97f4fdf14981",400570,"Transfer","0xf4653813193ec76833d4850920927b96cc2a3ce1","0xd714037d57dcf95da9f1eaa0ad26614cfdd370af","0.1996"
"0x35039efb8b92b7d5162d7ce29e9ea8091e8bc3a6dc5dc6a342178ac671162cc6",400581,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c","175"
"0xe0e95efbab236af78fb6d3eb8fc9b73e1898ce332f2f00b6a8dcf840e519f11b",400581,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x169efe5ffa1011fd90ee8438785e49066ed8ed31","0.4998"
"0x7f7eaf970429fa2287056751231491c5088da4d3056d2a50c745cb7ba4419944",400586,"Transfer","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0xb4187cbcc9d2ff6e2ed0e712effb4ed9aca28d7a","3.599799999999999806"
"0xb618ff731bdb5c1f91253d8ef159e1dbdf0124d442bfaefce1a143524fbbc907",400613,"Transfer","0x25d71a94a62cd6963316ea2e92de2042c2716ee2","0x5baf7bea3f252f9aa1ed70c2e506e72e49b4a3f9","29.999599999999999952"
"0xb6c45190c7afc2783514ae0ac8754be3e3edddb2c442bf46f4162be50418b4d2",400625,"Transfer","0xbe797d4febecb3344e77df77f192912e4cf00a13","0x55d8fdecb6f61250179ad6615069e2ca5ca1274c","1.22704646"
"0x5bb737d63e267dc24e0431873354f685bbbd96fc8c93ff3a46ffac23ea9a71a6",400625,"Transfer","0xb4187cbcc9d2ff6e2ed0e712effb4ed9aca28d7a","0x110dc56ccfd2051394505889cc4216bb5da95d62","3.499999999999999939"
"0xa407250262a99366b0be8817fca7c81de2d0524194692e95b43d3fce2862d157",400628,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","8.04477701537618691"
"0xea91a8d4dd90917ea0df3f26c926ef67e3277d4c428362231b262bac9886ade5",400635,"Transfer","0xf347bbe2397be933ef8d28f65f5bf4a944b74321","0x110dc56ccfd2051394505889cc4216bb5da95d62","24.273034098117805"
"0xce07ddff09a984d3c80a435e26c903a122f15559a10af1b3d6a0fb9b5cb723df",400638,"Transfer","0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c","0x25d71a94a62cd6963316ea2e92de2042c2716ee2","175"
"0xe1fc10e014864a9e1d151b0cbd9014e19d513bbe0a61a2b9234a4592307a7cb6",400649,"Transfer","0x55d8fdecb6f61250179ad6615069e2ca5ca1274c","0x110dc56ccfd2051394505889cc4216bb5da95d62","1.227046459999999975"
"0xf88e57faa5db8cbd717803d7b92411f5e83bb5048354a6b02efe352f812deb32",400685,"Transfer","0x25d71a94a62cd6963316ea2e92de2042c2716ee2","0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c","174.999999999999999999"
"0x0ac180fff19540b3be9f7760f365c2582c640aa59fde612d6cfbc90e989f2c55",400730,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","12.899383834999747977"
"0xbcf3b57d5ab4cc69acc11fa2515a277fe917268d2d38128f8a2a217a4757e5a9",400786,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfd26f25d6588b752a90e600aff038a654d64a42c","0.0098"
"0xc575b3ca65312f611fc60ef342f898060479694fc77d8adab9bdf0cd79a50335",400844,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","4.715903767634316464"
"0x5c98eb3d34e543a9fbf1fea3093ddd679ca9f76fef2ce83af8572b2ca50eaf66",400889,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x714120654b56fa5a3ed9239ebf7a8c0a577ebb5c","446.7998"
"0xadc89e4ca1b587ade63da904d3f48f7ce834e3e7023ccdee1c0ffc76a28dc867",400889,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xc7d831fb95c1c4bb1703bb620be9c4ae4a8d4995","269.14453"
"0x9d76656838a7613ce65f2d0237abec264501c695539e1548e20a1b955a7626dc",400915,"Transfer","0xc7d831fb95c1c4bb1703bb620be9c4ae4a8d4995","0x110dc56ccfd2051394505889cc4216bb5da95d62","240.649795201339384304"
"0xe0bba381c6718e61f3c46131b85021b38426d6d054b0c00af9a7188ac547e64b",400936,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","7.281910229435341599"
"0x851f7d6fb10769a02ef6c98d8193885036867a0e7d4e64b22479c9476324a392",400970,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4f39478baea2304777e9e1c1aff7c9c2b3d6e560","0.0094"
"0xcba008388b9778d34286656df721a9247fb7470c1c24777473f9728c0667ddd0",400970,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfd26f25d6588b752a90e600aff038a654d64a42c","24.989955"
"0xa05f8d8bb35c2e5be27daf4da848240936384d48d2b85033fd37fa35dcaca7ab",400973,"Transfer","0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c","0x920bc480845c182e92209dc8e485c8401064d9f4","174.999999999999999999"
"0x4c073beb4e9aab73b2dda68d6d15ef44f7976895f7ff94dcd6ef4a6a90da2b7b",401027,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x0ae69edda4a52070f458bff934f42652eace6a7d","0.069141946108531545"
"0x52dd7c02c5a2f4ca8c913f527abc6574c287dd05033ae198110c3814d9abd1cf",401048,"Transfer","0xc7d831fb95c1c4bb1703bb620be9c4ae4a8d4995","0x110dc56ccfd2051394505889cc4216bb5da95d62","10.4022699349157"
"0x4d9ced05f9a3b265a5ff094bf6ebbe7d0981adb6007fe9a49346908a840722db",401054,"Transfer","0x0ae69edda4a52070f458bff934f42652eace6a7d","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.034674233116385668"
"0x4e747fde6adead24dcc857b5f7115334156ee61b628d6a27a690d7aef778c3b2",401089,"Transfer","0x5baf7bea3f252f9aa1ed70c2e506e72e49b4a3f9","0x110dc56ccfd2051394505889cc4216bb5da95d62","24.569999999999998724"
"0xfd90c0373e77f99bfc3ee36fbb711387fecb1b783c9bf463a0b5b75eab184cde",401093,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x5baf7bea3f252f9aa1ed70c2e506e72e49b4a3f9","399.9998"
"0x27060d6c3f9e2427517eac7f852385d9f1ed5790aaecdfe5b60a020cfdf55478",401106,"Transfer","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","0x110dc56ccfd2051394505889cc4216bb5da95d62","41.6090797396628"
"0xe06e5806ac8caf248741838812dea6186c38180bcac9468eb0d8273a53bceb72",401108,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","3.499922789841690973"
"0xe06e5806ac8caf248741838812dea6186c38180bcac9468eb0d8273a53bceb72",401108,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0xb4187cbcc9d2ff6e2ed0e712effb4ed9aca28d7a","3.499922789841690973"
"0x6bc8ed38ca001fbe14294c6554b565c20970d2e99018aaeec28b9ab5f826c4df",401181,"Transfer","0xfd26f25d6588b752a90e600aff038a654d64a42c","0x110dc56ccfd2051394505889cc4216bb5da95d62","24.896099377564909881"
"0x5840cb6ae735b589a46544af1fee68a5579f03164241319a4a9cca8b59191eac",401188,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xc24baf03e41428b4e7b5f97cb2bf8dbe4636fafe","2.86625068"
"0x798e65bfa073b158e3975e206c4143ed8ae499770ba1e55eac883c2af3b0189e",401188,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa577110d143bd1d1105a31e8fc19b3f65de3ebed","550.0008159"
"0x30fefbc822d0e3a3eb160ecf77eb04f3331544e0055464bc2294db8d927fce3d",401197,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.9708785272587986"
"0x590245b5d828f66bedefdfc8d7e48e4fa31b3037bd6e22d8cf5417b1e5be1d69",401209,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x39ecba7d254eb593e748cdb7c3d409647a65724e","2.3998"
"0x0b836e47cfd6b24abe71e60e7131edf4896ca1e76055a6ff7b484ced04180afd",401209,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x229016f22e2c9eab63c14cd8905ab397fc9d0705","0.9998"
"0x027bec1bdb32846a6bdb2418ed9881415a8da8645a6440e0db6f62d774508194",401209,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xed31cb85ac7792b760d14b87cb940cbc370ab802","59.9998"
"0x2966ca7ddf64a8cf22e911835c4faa946edb0e95b0fb6be52093d2f88f07d623",401209,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c","87.04427059"
"0xe31d94b8281cf3cce8dfe578929a052a71ed771959c9b50244c748ed8190159e",401291,"Transfer","0xed31cb85ac7792b760d14b87cb940cbc370ab802","0x110dc56ccfd2051394505889cc4216bb5da95d62","54.161152127794413975"
"0xf1726ff5cdcf6c22cb71f13bba74e1f4b9336cf0b416c794906bf171e4712ae8",401311,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xc35d8291c0025232319c175a5900bc4fe8aca25d","0.0998"
"0xc53710ed9d5963203160e5c88e71ae9658e5db6d86d4d03e3d08af6fda313578",401320,"Transfer","0xc24baf03e41428b4e7b5f97cb2bf8dbe4636fafe","0x110dc56ccfd2051394505889cc4216bb5da95d62","2.565893250612539"
"0x4b7236db25510a1351f1e8d951990e815e4f871754930c87d6aa9115e1fdc63e",401360,"Transfer","0x714120654b56fa5a3ed9239ebf7a8c0a577ebb5c","0x110dc56ccfd2051394505889cc4216bb5da95d62","45.769987713629082233"
"0xcfa5dc0b23c325c0921181fe9a46334fb254908b5d38853496283d459040b43a",401390,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","1.7337116558192833"
"0x4f719f814ad20ea5177a2a599bd9bb0a7523b51864844b1a2b9817bcc863df99",401394,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x133aaa8f5f62fff2589dcff8f1252350f03a6c22","0.9988"
"0x81a6e73fd80bbb432a702afdde8eb0385661547d8c06d8be422c722537cdf013",401473,"Transfer","0x5baf7bea3f252f9aa1ed70c2e506e72e49b4a3f9","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","2.3651734885335367"
"0xd3f32cf2e64a08afe0e9fe32e6be8d917efef91124d72969681568cb1efe762e",401476,"Transfer","0x229016f22e2c9eab63c14cd8905ab397fc9d0705","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.006934846623277135"
"0x1435c32a68a168530386269bee5c15df4064ba1ca1d629e908722920dd1241b5",401558,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x77ae5abaa04097fcb1af6fe7b9b608d48e2a5582","0.03368656"
"0x62f7fc224404327296674a4b056d5f17e621e69e8fdbc12ba83066767e0a14dc",401567,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","43.868"
"0x62f7fc224404327296674a4b056d5f17e621e69e8fdbc12ba83066767e0a14dc",401567,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.132"
"0x62f7fc224404327296674a4b056d5f17e621e69e8fdbc12ba83066767e0a14dc",401567,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.132"
"0xec12f7459d398dd708918980a2118792be0738a29deb98dde342141ede1e59a6",401595,"Transfer","0x3bcc6667afa9e0fa7b2111ee689c605f0d8320ec","0x110dc56ccfd2051394505889cc4216bb5da95d62","44.2"
"0x43b2f1b84614f41bc657675efce158eac8c6b6f224a5d3105c5c00c6887b28a8",401599,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7b1fe043c145f38c7618954ab484c4dec68ee1ce","9.9998"
